ID,Minted,Max Supply,CollectionName,Symbol,CollectionDescription,CollectionIcon,CollectionIcon s3,Link to alphaverse website,Collection Hero Image,Collection Hero Image s3,Name of NFT,item Static Image,item Static Image s3,Animated URL,Animated URL s3,ItemDescription,Prop 1,,Prop 2,,Prop 3,
45,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:046,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:046
46,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:045,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:045
47,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:044,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:044
48,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:043,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:043
49,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:042,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:042
50,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:041,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:041
51,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:040,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:040
52,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:039,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:039
53,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:038,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:038
54,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:037,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:037
55,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:036,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:036
56,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:035,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:035
57,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:034,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:034
58,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:033,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:033
59,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:032,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:032
60,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:031,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:031
61,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:030,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:030
62,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:029,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:029
63,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:028,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:028
64,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:027,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:027
65,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:026,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:026
66,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:025,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:025
67,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:024,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:024
68,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:023,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:023
69,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:022,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:022
70,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:021,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:021
71,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:020,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:020
72,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:019,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:019
73,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:018,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:018
74,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:017,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:017
75,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:016,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:016
76,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:015,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:015
77,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:014,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:014
78,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:013,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:013
79,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:012,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:012
80,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:011,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:011
81,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 042:050,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,042:050
82,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 042:049,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,042:049
83,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 042:048,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,042:048
84,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 042:047,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,042:047
85,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 042:046,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,042:046
86,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 042:045,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,042:045
87,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 042:044,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,042:044
88,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 042:043,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,042:043
